"Informazioni cronologiche","Qual è la tua età?","In che regione vivi?","In che zona abiti?","Con quale genere ti identifichi?","Da quanti componenti è formato il tuo nucleo familiare?","Qual è la tua professione?","Consumi prodotti ittici?","Per quale motivo non consumi prodotti ittici?","Quanto spesso consumi prodotti ittici?","Che tipo di prodotti ittici consumi più frequentemente in casa?","Quanto tempo dedichi mediamente alla preparazione dei pasti durante la giornata?","Solitamente ti occupi tu della spesa nella tua famiglia?","Dove acquisti più spesso i tuoi prodotti ittici? (Puoi selezionare più opzioni) ","Quanto saresti disposto a spendere per un prodotto ittico di alta qualità (es. burger di pesce gourmet)?","Quali di questi prodotti surgelati consumeresti? (Puoi selezionare più opzioni) ","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La freschezza del prodotto acquistato]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La provenienza della materia prima]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La velocità di preparazione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La semplicità di preparazione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Il bilancio nutrizionale del prodotto]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La presenza di prodotti nuovi/innovativi]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Che il prodotto sia al naturale/poco lavorato]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Il prezzo]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La presenza di prodotti monoporzione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [La provenienza da fonti sostenibili degli ingredienti (es. pesca certificata)]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [Il basso impatto ambientale della produzione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [Il packaging eco-sostenibile ]"
"2024/11/25 10:46:54 PM CET","46-60 anni","Lombardia","Periferia città","Donna","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce fresco","15-30 minuti","Sempre/Quasi sempre","Mercati locali","8-10€","Condimenti per pasta o riso","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","2 - Poco importante","1 - Non mi interessa","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante"
"2024/11/25 10:50:42 PM CET","18-25 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Donna","4+","Studente","Si","","Una volta a settimana","Piatti pronti a base di pesce (es. burger, mix, tartare)","30-60 minuti","A volte","Supermercato","Più di 10€","Burger di pesce;Insalata di mare;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/25 10:55:14 PM CET","18-25 anni","Puglia","Centro città","Donna","4+","Studente","No","Questione di gusti","","","","","","","","","","","","","","","","","","",""
"2024/11/25 10:59:10 PM CET","18-25 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Donna","4+","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","A volte","Supermercato","5-8€","Tartare pronte;Burger di pesce;Prodotti gratinati;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","1 - Non mi interessa","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","1 - Non mi interessa","3 - Mediamente importante","5 - Molto importante","2 - Poco importante","3 - Mediamente importante","2 - Poco importante","1 - Non mi interessa"
"2024/11/25 11:04:45 PM CET","18-25 anni","Emilia-Romagna","Centro città","Donna","2-3","Lavoratore","Si","","Più volte a settimana","Pesce fresco","30-60 minuti","A volte","Negozi specializzati (es. pescherie)","5-8€","Tartare pronte;Burger di pesce;Insalata di mare;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/25 11:06:57 PM CET","36-45 anni","Sicilia","Centro città","Donna","2-3","Lavoratore","Si","","Più volte a settimana","Pesce fresco","30-60 minuti","A volte","Supermercato","Più di 10€","Condimenti per pasta o riso","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante"
"2024/11/25 11:15:09 PM CET","60-70 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Donna","4+","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie)","Non lo comprerei","Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale;Orata","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 11:19:43 PM CET","18-25 anni","Piemonte","Centro città","Donna","4+","Studente","Si","","Una volta a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato","Meno di 5€","Prodotti gratinati;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante","2 - Poco importante","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 11:26:03 PM CET","46-60 anni","Puglia","Periferia città","Donna","4+","Lavoratore","Si","","Una volta a settimana","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Mercati locali","5-8€","Burger di pesce;Prodotti gratinati","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 11:48:34 PM CET","18-25 anni","Campania","Periferia città","Uomo","2-3","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","Meno di 15 minuti","Raramente/Mai","Supermercato","8-10€","Tartare pronte;Burger di pesce;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","2 - Poco importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante"
"2024/11/26 12:00:12 AM CET","26-35 anni","Lombardia","Periferia città","Donna","2-3","Studente","Si","","Più volte a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie)","Più di 10€","Burger di pesce;Insalata di mare;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","1 - Non mi interessa","1 - Non mi interessa","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/26 12:14:09 AM CET","18-25 anni","Lombardia","Centro città","Donna","2-3","Lavoratore","Si","","Una volta a settimana","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Supermercato","5-8€","Tartare pronte;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","5 - Molto importante","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/26 12:21:51 AM CET","18-25 anni","Lombardia","Periferia città","Donna","4+","Studente","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","Raramente/Mai","Mercati locali","5-8€","Prodotti gratinati;Insalata di mare;Spiedini di gamberi o molluschi","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante"
"2024/11/26 12:38:12 AM CET","18-25 anni","Liguria","Esterno (es. campagna/costiera/montagna...)","Donna","2-3","Lavoratore","Si","","Più volte a settimana","Pesce fresco","15-30 minuti","A volte","Supermercato;Negozi specializzati (es. pescherie)","Più di 10€","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/26 12:42:48 AM CET","18-25 anni","Lombardia","Periferia città","Uomo","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce surgelato","15-30 minuti","Raramente/Mai","Supermercato;Mercati locali","Meno di 5€","Burger di pesce;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/26 1:31:40 AM CET","18-25 anni","Piemonte","Centro città","Donna","4+","Disoccupato","Si","","Una o due volte al mese","Tonno in scatola","15-30 minuti","A volte","Supermercato","5-8€","Tartare pronte;Insalata di mare;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","3 - Mediamente importante","1 - Non mi interessa","1 - Non mi interessa","1 - Non mi interessa","1 - Non mi interessa","4 - Abbastanza importante","4 - Abbastanza importante","1 - Non mi interessa","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante"
"2024/11/26 2:34:31 AM CET","18-25 anni","Veneto","Centro città","Donna","2-3","Studente","No","Questione di gusti","","","","","","","","","","","","","","","","","","",""
"2024/11/26 6:47:40 AM CET","18-25 anni","Campania","Centro città","Uomo","4+","Studente","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","A volte","Supermercato;Negozi specializzati (es. pescherie)","Più di 10€","Burger di pesce;Insalata di mare;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","1 - Non mi interessa","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","1 - Non mi interessa","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/26 7:01:34 AM CET","36-45 anni","Lazio","Esterno (es. campagna/costiera/montagna...)","Donna","4+","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","Più di 60 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie)","Non lo comprerei","Burger di pesce;Prodotti gratinati;Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","4 - Abbastanza importante","1 - Non mi interessa","1 - Non mi interessa","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/26 7:49:05 AM CET","18-25 anni","Veneto","Periferia città","Donna","4+","Lavoratore","Si","","Una volta ogni due mesi o meno","Piatti pronti a base di pesce (es. burger, mix, tartare)","15-30 minuti","A volte","Supermercato","8-10€","Burger di pesce;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","1 - Non mi interessa","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante"
"2024/11/26 7:51:10 AM CET","46-60 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Donna","2-3","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","30-60 minuti","Raramente/Mai","Supermercato","5-8€","Tartare pronte;Burger di pesce;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/26 8:21:42 AM CET","26-35 anni","Puglia","Centro città","Donna","2-3","Studente","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","Raramente/Mai","Negozi specializzati (es. pescherie)","Più di 10€","Insalata di mare","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/26 8:28:07 AM CET","18-25 anni","Basilicata","Esterno (es. campagna/costiera/montagna...)","Donna","4+","Studente","Si","","Una volta a settimana","Pesce fresco","Più di 60 minuti","A volte","Supermercato","8-10€","Condimenti per pasta o riso","5 - Molto importante","5 - Molto importante","2 - Poco importante","2 - Poco importante","5 - Molto importante","3 - Mediamente importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/26 8:28:23 AM CET","26-35 anni","Puglia","Periferia città","Donna","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato","8-10€","Burger di pesce;Condimenti per pasta o riso;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","3 - Mediamente importante","1 - Non mi interessa","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","1 - Non mi interessa","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/26 9:15:45 AM CET","18-25 anni","Lombardia","Periferia città","Uomo","4+","Lavoratore","Si","","Una o due volte al mese","Pesce surgelato","15-30 minuti","A volte","Supermercato","Più di 10€","Tartare pronte;Burger di pesce;Prodotti gratinati;Insalata di mare;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","2 - Poco importante","2 - Poco importante","2 - Poco importante","3 - Mediamente importante","1 - Non mi interessa","3 - Mediamente importante","4 - Abbastanza importante","1 - Non mi interessa","2 - Poco importante","2 - Poco importante","2 - Poco importante"
"2024/11/26 9:24:06 AM CET","70+ anni","Puglia","Periferia città","Donna","2-3","Pensionato","Si","","Una o due volte al mese","Pesce fresco","30-60 minuti","A volte","Negozi specializzati (es. pescherie);Mercati locali","5-8€","Condimenti per pasta o riso","5 - Molto importante","5 - Molto importante","2 - Poco importante","3 - Mediamente importante","4 - Abbastanza importante","2 - Poco importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/26 9:36:56 AM CET","18-25 anni","Lombardia","Centro città","Altro","4+","Studente","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","A volte","Supermercato","5-8€","Tartare pronte;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","2 - Poco importante","2 - Poco importante","5 - Molto importante","2 - Poco importante","4 - Abbastanza importante","5 - Molto importante","2 - Poco importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante"
"2024/11/26 10:02:47 AM CET","18-25 anni","Lombardia","Periferia città","Donna","2-3","Studente","Si","","Una o due volte al mese","Pesce fresco","15-30 minuti","A volte","Supermercato;Mercati locali","8-10€","Condimenti per pasta o riso","5 - Molto importante","4 - Abbastanza importante","2 - Poco importante","3 - Mediamente importante","5 - Molto importante","3 - Mediamente importante","5 - Molto importante","4 - Abbastanza importante","1 - Non mi interessa","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/26 10:12:34 AM CET","18-25 anni","Trentino-Alto Adige","Centro città","Uomo","4+","Studente","Si","","Più volte a settimana","In scatola","15-30 minuti","Sempre/Quasi sempre","Supermercato","Meno di 5€","Filetto (o altro taglio) di pesce al naturale","3 - Mediamente importante","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","2 - Poco importante","4 - Abbastanza importante","5 - Molto importante","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/26 10:51:23 AM CET","60-70 anni","Puglia","Centro città","Donna","1","Pensionato","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie)","8-10€","Prodotti gratinati","2 - Poco importante","2 - Poco importante","1 - Non mi interessa","2 - Poco importante","2 - Poco importante","1 - Non mi interessa","2 - Poco importante","2 - Poco importante","1 - Non mi interessa","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante"
"2024/11/26 11:08:46 AM CET","18-25 anni","Lombardia","Periferia città","Uomo","4+","Studente","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","Raramente/Mai","Supermercato","8-10€","Burger di pesce;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","2 - Poco importante","3 - Mediamente importante","1 - Non mi interessa","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante"
"2024/11/26 11:41:56 AM CET","18-25 anni","Puglia","Periferia città","Donna","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce surgelato","15-30 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie)","5-8€","Tartare pronte;Burger di pesce;Prodotti gratinati;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante"
"2024/11/26 11:44:58 AM CET","46-60 anni","Veneto","Periferia città","Uomo","4+","Lavoratore","Si","","Più volte a settimana","Pesce fresco","15-30 minuti","Sempre/Quasi sempre","Supermercato","8-10€","Tartare pronte;Condimenti per pasta o riso;Spiedini di gamberi o molluschi","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/26 12:35:27 PM CET","18-25 anni","Lazio","Periferia città","Uomo","4+","Studente","Si","","Più volte a settimana","Pesce fresco","Meno di 15 minuti","A volte","Supermercato;Negozi specializzati (es. pescherie)","8-10€","Burger di pesce","5 - Molto importante","5 - Molto importante","2 - Poco importante","2 - Poco importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/26 12:55:54 PM CET","60-70 anni","Puglia","Centro città","Donna","2-3","Lavoratore","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie)","5-8€","Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante","2 - Poco importante"
"2024/11/26 1:31:33 PM CET","18-25 anni","Liguria","Esterno (es. campagna/costiera/montagna...)","Donna","2-3","Lavoratore","Si","","Una volta ogni due mesi o meno","Pesce surgelato","15-30 minuti","Sempre/Quasi sempre","Supermercato","8-10€","Burger di pesce;Condimenti per pasta o riso;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","2 - Poco importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante"
"2024/11/26 1:44:38 PM CET","60-70 anni","Puglia","Centro città","Donna","2-3","Lavoratore","Si","","Una volta a settimana","Pesce fresco","30-60 minuti","A volte","Supermercato;Negozi specializzati (es. pescherie)","8-10€","Burger di pesce;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante"
"2024/11/26 1:51:20 PM CET","60-70 anni","Puglia","Periferia città","Uomo","2-3","Pensionato","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","Sempre/Quasi sempre","Supermercato","5-8€","Prodotti gratinati;Insalata di mare;Spiedini di gamberi o molluschi","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/26 1:59:19 PM CET","46-60 anni","Liguria","Periferia città","Donna","2-3","Lavoratore","Si","","Più volte a settimana","Pesce surgelato","Meno di 15 minuti","Sempre/Quasi sempre","Supermercato","8-10€","Prodotti gratinati;Insalata di mare;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/26 2:01:17 PM CET","60-70 anni","Puglia","Centro città","Donna","1","Pensionato","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie)","5-8€","Insalata di mare;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/26 2:05:02 PM CET","60-70 anni","Puglia","Centro città","Uomo","2-3","Pensionato","Si","","Più volte a settimana","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie);Mercati locali","Più di 10€","Filetto (o altro taglio) di pesce al naturale","2 - Poco importante","2 - Poco importante","1 - Non mi interessa","1 - Non mi interessa","2 - Poco importante","2 - Poco importante","2 - Poco importante","1 - Non mi interessa","1 - Non mi interessa","2 - Poco importante","2 - Poco importante","2 - Poco importante"
"2024/11/26 2:08:30 PM CET","46-60 anni","Puglia","Periferia città","Donna","1","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","Sempre/Quasi sempre","Supermercato","5-8€","Tartare pronte;Burger di pesce;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/26 2:14:33 PM CET","46-60 anni","Puglia","Centro città","Donna","1","Disoccupato","No","Questione di gusti","","","","","","","","","","","","","","","","","","",""
"2024/11/26 2:15:25 PM CET","46-60 anni","Puglia","Centro città","Donna","1","Lavoratore","Si","","Una volta a settimana","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie)","Non lo comprerei","Insalata di mare","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/26 2:16:28 PM CET","46-60 anni","Puglia","Periferia città","Donna","2-3","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie);Mercati locali","Non lo comprerei","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","3 - Mediamente importante","1 - Non mi interessa","1 - Non mi interessa","5 - Molto importante","2 - Poco importante","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","1 - Non mi interessa","1 - Non mi interessa","1 - Non mi interessa"
"2024/11/26 2:19:11 PM CET","60-70 anni","Puglia","Centro città","Donna","1","Pensionato","No","Questione di gusti","","","","","","","","","","","","","","","","","","",""
"2024/11/26 2:22:12 PM CET","18-25 anni","Piemonte","Esterno (es. campagna/costiera/montagna...)","Donna","2-3","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","A volte","Supermercato;Negozi specializzati (es. pescherie)","5-8€","Tartare pronte;Burger di pesce;Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/26 2:25:27 PM CET","18-25 anni","Puglia","Periferia città","Donna","4+","Studente","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","A volte","Supermercato","Più di 10€","Burger di pesce","5 - Molto importante","5 - Molto importante","2 - Poco importante","2 - Poco importante","3 - Mediamente importante","2 - Poco importante","5 - Molto importante","3 - Mediamente importante","1 - Non mi interessa","5 - Molto importante","4 - Abbastanza importante","3 - Mediamente importante"
"2024/11/26 2:41:09 PM CET","60-70 anni","Puglia","Periferia città","Donna","2-3","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie)","Non lo comprerei","Spiedini di gamberi o molluschi","1 - Non mi interessa","1 - Non mi interessa","2 - Poco importante","1 - Non mi interessa","2 - Poco importante","2 - Poco importante","1 - Non mi interessa","1 - Non mi interessa","2 - Poco importante","1 - Non mi interessa","1 - Non mi interessa","1 - Non mi interessa"
"2024/11/26 2:43:18 PM CET","36-45 anni","Puglia","Centro città","Donna","1","Lavoratore","Si","","Più volte a settimana","Pesce fresco","Meno di 15 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie)","5-8€","Filetto (o altro taglio) di pesce al naturale","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
